size,method,runtime,filter,gene_id,runtime_log,runtime_log10,size_log,size_log10
50000,Seurat,0.01400000000001,Filter6,9893,-4.26869794936616,-1.85387196432145,10.8197782844103,4.69897000433602
50000,Seurat,0.0409999999999968,Filter1,537,-3.19418321227791,-1.3872161432803,10.8197782844103,4.69897000433602
50000,Seurat,0.0320000000000391,Filter2,537,-3.44201937618119,-1.49485002167956,10.8197782844103,4.69897000433602
50000,Seurat,0.0310000000000059,Filter3,537,-3.4737680744968,-1.50863830616564,10.8197782844103,4.69897000433602
50000,Seurat,0.0319999999999823,Filter4,537,-3.44201937618296,-1.49485002168033,10.8197782844103,4.69897000433602
50000,Seurat,0.0300000000000296,Filter5,537,-3.506557897319,-1.52287874527991,10.8197782844103,4.69897000433602
50000,Seurat,0.0139999999999532,Filter6,537,-4.26869794937022,-1.85387196432321,10.8197782844103,4.69897000433602
50000,Seurat,0.16500000000002,Filter1,6216,-1.80180980508143,-0.78251605578604,10.8197782844103,4.69897000433602
50000,Seurat,0.125,Filter2,6216,-2.07944154167984,-0.903089986991944,10.8197782844103,4.69897000433602
50000,Seurat,0.0550000000000068,Filter3,6216,-2.90042209374954,-1.2596373105057,10.8197782844103,4.69897000433602
50000,Seurat,0.0509999999999877,Filter4,6216,-2.97592964625805,-1.29242982390217,10.8197782844103,4.69897000433602
50000,Seurat,0.0409999999999968,Filter5,6216,-3.19418321227791,-1.3872161432803,10.8197782844103,4.69897000433602
50000,Seurat,0.01400000000001,Filter6,6216,-4.26869794936616,-1.85387196432145,10.8197782844103,4.69897000433602
50000,Seurat,0.0319999999999823,Filter1,6921,-3.44201937618296,-1.49485002168033,10.8197782844103,4.69897000433602
50000,Seurat,0.0319999999999823,Filter2,6921,-3.44201937618296,-1.49485002168033,10.8197782844103,4.69897000433602
50000,Seurat,0.0319999999999823,Filter3,6921,-3.44201937618296,-1.49485002168033,10.8197782844103,4.69897000433602
50000,Seurat,0.0299999999999727,Filter4,6921,-3.50655789732089,-1.52287874528073,10.8197782844103,4.69897000433602
