size,type,runtime,filter,runtime_log,runtime_log10,size_log,size_log10
40000,AnnSql In-Memory,0.004120588302612305,Filter2,-5.491759333918304,-2.3850407746613973,10.596634733096073,4.6020599913279625
40000,AnnData Not-Backed,0.005106449127197266,Filter2,-5.277251003357977,-2.291880990376768,10.596634733096073,4.6020599913279625
40000,AnnSql On-Disk,0.13242459297180176,Filter2,-2.0217419052070027,-0.8780313532639685,10.596634733096073,4.6020599913279625
40000,AnnData Backed,1.8186531066894531,Filter2,0.5980961758460542,0.2597498688173783,10.596634733096073,4.6020599913279625
40000,AnnSql In-Memory,0.004221200942993164,Filter3,-5.467635607772793,-2.3745639735134563,10.596634733096073,4.6020599913279625
40000,AnnData Not-Backed,0.006023883819580078,Filter3,-5.112023074928814,-2.2201234128036775,10.596634733096073,4.6020599913279625
40000,AnnSql On-Disk,0.13512635231018066,Filter3,-2.0015449952269173,-0.8692599467081208,10.596634733096073,4.6020599913279625
40000,AnnData Backed,1.1687860488891602,Filter3,0.15596564511442915,0.06773501903967745,10.596634733096073,4.6020599913279625
40000,AnnSql In-Memory,0.00531315803527832,Filter4,-5.23756888693814,-2.274647266185391,10.596634733096073,4.6020599913279625
40000,AnnData Not-Backed,0.007744312286376953,Filter4,-4.860796603584249,-2.1110171425907076,10.596634733096073,4.6020599913279625
40000,AnnSql On-Disk,0.14222002029418945,Filter4,-1.9503799818310261,-0.8470392637237792,10.596634733096073,4.6020599913279625
40000,AnnData Backed,1.2003142833709717,Filter4,0.18258342531254404,0.07929497410023238,10.596634733096073,4.6020599913279625
40000,AnnSql In-Memory,0.0051746368408203125,Filter5,-5.263986117980029,-2.2861201238540465,10.596634733096073,4.6020599913279625
40000,AnnData Not-Backed,0.006505012512207031,Filter5,-5.035182243544186,-2.186751863748476,10.596634733096073,4.6020599913279625
40000,AnnSql On-Disk,0.13050341606140137,Filter5,-2.036355875846274,-0.8843781200713001,10.596634733096073,4.6020599913279625
40000,AnnData Backed,1.1322169303894043,Filter5,0.12417759604103809,0.05392964473663393,10.596634733096073,4.6020599913279625
40000,AnnSql In-Memory,0.010558843612670898,Filter6,-4.5507915130761445,-1.9763836424211196,10.596634733096073,4.6020599913279625
40000,AnnData Not-Backed,0.003282308578491211,Filter6,-5.719208269255853,-2.4838205921932643,10.596634733096073,4.6020599913279625
40000,AnnSql On-Disk,0.14722442626953125,Filter6,-1.9157971471227144,-0.8320201294413871,10.596634733096073,4.6020599913279625
40000,AnnData Backed,0.3103046417236328,Filter6,-1.1702007488139263,-0.5082117279289414,10.596634733096073,4.6020599913279625
45000,AnnSql In-Memory,0.005483865737915039,Filter1,-5.205945000091793,-2.260913186631689,10.714417768752456,4.653212513775344
45000,AnnData Not-Backed,0.0043451786041259766,Filter1,-5.438688415441938,-2.361992367617574,10.714417768752456,4.653212513775344
45000,AnnSql On-Disk,0.016798019409179688,Filter1,-4.086494291833501,-1.7747419212724265,10.714417768752456,4.653212513775344
45000,AnnData Backed,4.862389087677002,Filter1,1.5815298989521827,0.6868497080799404,10.714417768752456,4.653212513775344
45000,AnnSql In-Memory,0.004328250885009766,Filter2,-5.442591771232224,-2.3636875734982006,10.714417768752456,4.653212513775344
45000,AnnData Not-Backed,0.005039691925048828,Filter2,-5.290410324749504,-2.2975960110427,10.714417768752456,4.653212513775344
45000,AnnSql On-Disk,0.1470334529876709,Filter2,-1.9170951467491313,-0.8325838435166525,10.714417768752456,4.653212513775344
