size,method,runtime,filter,runtime_log,runtime_log10,size_log,size_log10
5000,AnnSql In-Memory,0.004942655563354492,Filter1,-5.309852528785685,-2.3060396529716503,8.517193191416238,3.6989700043360187
5000,AnnData Not-Backed,0.0016982555389404297,Filter1,-6.378153708340443,-2.769996960263017,8.517193191416238,3.6989700043360187
5000,AnnSql On-Disk,0.013535022735595703,Filter1,-4.3024746761540245,-1.8685410103821734,8.517193191416238,3.6989700043360187
5000,AnnData Backed,0.08077692985534668,Filter1,-2.5160638758163816,-1.0927126573831631,8.517193191416238,3.6989700043360187
5000,AnnSql In-Memory,0.004604816436767578,Filter2,-5.380652471791934,-2.336787677538329,8.517193191416238,3.6989700043360187
5000,AnnData Not-Backed,0.0023534297943115234,Filter2,-6.051881527900909,-2.6282987526995854,8.517193191416238,3.6989700043360187
5000,AnnSql On-Disk,0.14544367790222168,Filter2,-1.9279663607661224,-0.837305151775821,8.517193191416238,3.6989700043360187
5000,AnnData Backed,0.09557628631591797,Filter2,-2.3478305407832654,-1.0196498483060998,8.517193191416238,3.6989700043360187
5000,AnnSql In-Memory,0.004922389984130859,Filter3,-5.313961097293261,-2.3078239816030126,8.517193191416238,3.6989700043360187
5000,AnnData Not-Backed,0.0020666122436523438,Filter3,-6.181844609662547,-2.684741001959806,8.517193191416238,3.6989700043360187
5000,AnnSql On-Disk,0.14747190475463867,Filter3,-1.9141175975849032,-0.8312907103450327,8.517193191416238,3.6989700043360187
5000,AnnData Backed,0.12832283973693848,Filter3,-2.053206004989267,-0.8916960381774592,8.517193191416238,3.6989700043360187
5000,AnnSql In-Memory,0.005309104919433594,Filter4,-5.238332023015398,-2.2749786919726853,8.517193191416238,3.6989700043360187
5000,AnnData Not-Backed,0.002293109893798828,Filter4,-6.077846350481189,-2.639575131869798,8.517193191416238,3.6989700043360187
5000,AnnSql On-Disk,0.14521408081054688,Filter4,-1.9295462060139914,-0.8379912698492316,8.517193191416238,3.6989700043360187
5000,AnnData Backed,0.140366792678833,Filter4,-1.9634963347470777,-0.852735623417916,8.517193191416238,3.6989700043360187
5000,AnnSql In-Memory,0.004444122314453125,Filter5,-5.416172884079215,-2.3522139965896236,8.517193191416238,3.6989700043360187
5000,AnnData Not-Backed,0.002009153366088867,Filter5,-6.210041856546443,-2.6969869106863458,8.517193191416238,3.6989700043360187
5000,AnnSql On-Disk,0.14008045196533203,Filter5,-1.9655383645296485,-0.8536224656843685,8.517193191416238,3.6989700043360187
5000,AnnData Backed,0.13624334335327148,Filter5,-1.993312702755061,-0.8656847075141798,8.517193191416238,3.6989700043360187
5000,AnnSql In-Memory,0.0059092044830322266,Filter6,-5.131244061864122,-2.2284709813664167,8.517193191416238,3.6989700043360187
5000,AnnData Not-Backed,0.0013480186462402344,Filter6,-6.609119434065261,-2.8703041004540855,8.517193191416238,3.6989700043360187
